recorded_at,wave_height_m,wave_direction_deg,wave_period_s,sea_surface_temp_c,sea_level_height_msl_m
2023-03-28T12:00,0.6,162,10.6,30.8,0.45
2023-03-28T13:00,0.62,160,10.2,30.9,0.57
2023-03-28T14:00,0.64,157,9.9,31.0,0.68
2023-03-28T15:00,0.62,158,9.85,31.0,0.77
2023-03-28T16:00,0.62,158,10.0,31.1,0.81
2023-03-28T17:00,0.6,159,10.1,31.1,0.8
2023-03-28T18:00,0.6,160,10.2,31.1,0.75
2023-03-28T19:00,0.58,161,10.25,31.1,0.68
2023-03-28T20:00,0.58,162,10.4,31.1,0.58
2023-03-28T21:00,0.6,163,10.6,31.0,0.5
2023-03-28T22:00,0.6,163,10.8,31.0,0.45
2023-03-28T23:00,0.62,164,11.0,31.0,0.45
2023-03-29T00:00,0.62,165,11.1,31.0,0.49
2023-03-29T01:00,0.6,165,11.1,30.9,0.54
2023-03-29T02:00,0.6,166,11.15,30.9,0.59
2023-03-29T03:00,0.6,166,11.2,30.9,0.63
2023-03-29T04:00,0.58,166,11.2,30.9,0.63
2023-03-29T05:00,0.58,166,11.25,30.9,0.6
2023-03-29T06:00,0.58,166,11.3,30.9,0.54
2023-03-29T07:00,0.58,166,11.35,30.9,0.47
2023-03-29T08:00,0.58,166,11.4,31.0,0.4
2023-03-29T09:00,0.58,166,11.45,31.0,0.34
2023-03-29T10:00,0.58,166,11.55,31.0,0.33
2023-03-29T11:00,0.58,166,11.6,31.1,0.36
2023-03-29T12:00,0.58,166,11.65,31.1,0.42
2023-03-29T13:00,0.58,167,11.75,31.2,0.51
2023-03-29T14:00,0.58,167,11.8,31.2,0.59
2023-03-29T15:00,0.6,167,11.9,31.3,0.66
2023-03-29T16:00,0.6,167,11.95,31.3,0.7
2023-03-29T17:00,0.62,167,12.05,31.3,0.71
2023-03-29T18:00,0.64,167,12.15,31.3,0.68
2023-03-29T19:00,0.64,167,12.3,31.3,0.64
2023-03-29T20:00,0.66,167,12.4,31.3,0.6
2023-03-29T21:00,0.68,167,12.45,31.2,0.55
2023-03-29T22:00,0.7,166,12.5,31.2,0.5
2023-03-29T23:00,0.72,166,12.5,31.1,0.49
2023-03-30T00:00,0.74,166,12.35,31.1,0.51
2023-03-30T01:00,0.74,166,12.15,31.1,0.53
2023-03-30T02:00,0.76,166,12.0,31.0,0.55
2023-03-30T03:00,0.76,166,11.9,31.0,0.56
2023-03-30T04:00,0.76,165,11.9,31.0,0.55
2023-03-30T05:00,0.76,165,11.85,31.0,0.53
2023-03-30T06:00,0.76,165,11.8,31.0,0.48
2023-03-30T07:00,0.78,165,11.8,31.0,0.44
2023-03-30T08:00,0.78,165,11.75,31.0,0.42
2023-03-30T09:00,0.78,165,11.7,31.1,0.4
2023-03-30T10:00,0.76,164,11.65,31.1,0.39
2023-03-30T11:00,0.76,164,11.6,31.1,0.4
2023-03-30T12:00,0.76,164,11.6,31.2,0.45
2023-03-30T13:00,0.76,165,11.6,31.2,0.5
2023-03-30T14:00,0.76,165,11.5,31.3,0.55
2023-03-30T15:00,0.78,164,11.15,31.4,0.59
2023-03-30T16:00,0.78,163,10.7,31.4,0.61
2023-03-30T17:00,0.8,162,10.35,31.4,0.61
2023-03-30T18:00,0.8,162,10.25,31.4,0.6
2023-03-30T19:00,0.78,163,10.3,31.4,0.59
2023-03-30T20:00,0.78,163,10.35,31.3,0.58
2023-03-30T21:00,0.78,164,10.4,31.3,0.57
2023-03-30T22:00,0.76,164,10.45,31.2,0.55
2023-03-30T23:00,0.76,165,10.55,31.2,0.54
2023-03-31T00:00,0.76,165,10.7,31.1,0.53
2023-03-31T01:00,0.78,166,10.9,31.1,0.53
2023-03-31T02:00,0.78,166,11.1,31.1,0.51
2023-03-31T03:00,0.78,166,11.25,31.0,0.5
2023-03-31T04:00,0.78,166,11.35,31.0,0.47
2023-03-31T05:00,0.78,166,11.4,31.0,0.44
2023-03-31T06:00,0.78,166,11.45,31.0,0.41
2023-03-31T07:00,0.78,165,11.45,31.1,0.39
2023-03-31T08:00,0.78,165,11.45,31.1,0.4
2023-03-31T09:00,0.78,165,11.5,31.1,0.42
2023-03-31T10:00,0.8,165,11.6,31.2,0.45
2023-03-31T11:00,0.8,165,11.65,31.2,0.48
2023-03-31T12:00,0.8,165,11.65,31.3,0.51
2023-03-31T13:00,0.78,164,11.65,31.3,0.54
2023-03-31T14:00,0.78,164,11.55,31.4,0.57
2023-03-31T15:00,0.8,162,11.25,31.4,0.58
2023-03-31T16:00,0.82,161,10.85,31.4,0.58
2023-03-31T17:00,0.84,159,10.5,31.4,0.57
2023-03-31T18:00,0.84,159,10.25,31.4,0.57
2023-03-31T19:00,0.84,159,10.1,31.4,0.58
2023-03-31T20:00,0.84,159,10.0,31.4,0.6
2023-03-31T21:00,0.84,160,9.95,31.3,0.63
2023-03-31T22:00,0.82,160,9.95,31.3,0.66
2023-03-31T23:00,0.82,161,10.0,31.2,0.67
2023-04-01T00:00,0.8,162,10.05,31.2,0.64
2023-04-01T01:00,0.8,163,10.15,31.1,0.62
2023-04-01T02:00,0.78,164,10.25,31.1,0.58
2023-04-01T03:00,0.78,164,10.3,31.1,0.53
2023-04-01T04:00,0.76,165,10.4,31.0,0.47
2023-04-01T05:00,0.76,165,10.45,31.0,0.42
2023-04-01T06:00,0.76,165,10.55,31.0,0.39
2023-04-01T07:00,0.78,166,10.6,31.1,0.38
2023-04-01T08:00,0.78,166,10.65,31.1,0.4
2023-04-01T09:00,0.76,167,10.65,31.2,0.45
2023-04-01T10:00,0.74,167,10.6,31.2,0.51
2023-04-01T11:00,0.72,168,10.55,31.3,0.56
2023-04-01T12:00,0.72,168,10.6,31.3,0.58
2023-04-01T13:00,0.74,167,10.7,31.4,0.59
2023-04-01T14:00,0.74,167,10.65,31.4,0.58
2023-04-01T15:00,0.76,167,10.4,31.4,0.56
2023-04-01T16:00,0.78,166,10.0,31.5,0.52
2023-04-01T17:00,0.8,166,9.75,31.5,0.49
2023-04-01T18:00,0.86,168,9.75,31.5,0.47
2023-04-01T19:00,0.92,171,9.9,31.4,0.49
2023-04-01T20:00,0.98,173,9.8,31.4,0.54
2023-04-01T21:00,0.94,173,9.25,31.4,0.6
2023-04-01T22:00,0.88,174,8.55,31.3,0.67
2023-04-01T23:00,0.84,174,8.05,31.3,0.71
2023-04-02T00:00,0.82,174,8.05,31.2,0.71
2023-04-02T01:00,0.8,174,8.3,31.2,0.67
2023-04-02T02:00,0.78,174,8.65,31.2,0.61
2023-04-02T03:00,0.78,172,9.1,31.1,0.54
2023-04-02T04:00,0.76,171,9.6,31.1,0.45
2023-04-02T05:00,0.76,169,10.0,31.1,0.37
2023-04-02T06:00,0.74,168,10.2,31.1,0.33
2023-04-02T07:00,0.72,167,10.3,31.1,0.32
2023-04-02T08:00,0.7,166,10.3,31.1,0.36
2023-04-02T09:00,0.66,166,10.15,31.2,0.44
2023-04-02T10:00,0.6,165,9.85,31.2,0.55
2023-04-02T11:00,0.56,165,9.6,31.2,0.65
2023-04-02T12:00,0.6,164,9.45,31.3,0.69
2023-04-02T13:00,0.62,163,9.35,31.3,0.69
2023-04-02T14:00,0.66,162,9.1,31.4,0.66
2023-04-02T15:00,0.7,164,8.65,31.4,0.6
2023-04-02T16:00,0.74,166,8.15,31.5,0.54
2023-04-02T17:00,0.78,168,7.7,31.5,0.48
2023-04-02T18:00,0.82,169,7.45,31.5,0.44
2023-04-02T19:00,0.84,171,7.25,31.4,0.44
2023-04-02T20:00,0.88,172,7.15,31.4,0.5
2023-04-02T21:00,0.88,173,7.1,31.3,0.59
2023-04-02T22:00,0.9,173,7.1,31.3,0.69
2023-04-02T23:00,0.9,174,7.2,31.2,0.78
2023-04-03T00:00,0.9,173,7.45,31.2,0.82
2023-04-03T01:00,0.9,173,7.85,31.1,0.78
2023-04-03T02:00,0.9,172,8.15,31.1,0.71
2023-04-03T03:00,0.86,171,8.35,31.1,0.61
2023-04-03T04:00,0.84,169,8.55,31.0,0.5
2023-04-03T05:00,0.8,168,8.75,31.0,0.39
2023-04-03T06:00,0.78,167,9.0,31.0,0.31
2023-04-03T07:00,0.74,167,9.3,31.1,0.29
2023-04-03T08:00,0.72,166,9.55,31.1,0.34
2023-04-03T09:00,0.72,166,9.75,31.1,0.44
2023-04-03T10:00,0.7,165,9.9,31.2,0.57
2023-04-03T11:00,0.7,165,10.0,31.2,0.69
2023-04-03T12:00,0.7,164,10.0,31.3,0.78
2023-04-03T13:00,0.7,164,9.85,31.3,0.79
2023-04-03T14:00,0.7,163,9.65,31.4,0.74
2023-04-03T15:00,0.72,165,9.25,31.4,0.65
2023-04-03T16:00,0.76,166,8.75,31.4,0.55
2023-04-03T17:00,0.78,168,8.35,31.4,0.45
2023-04-03T18:00,0.8,169,8.15,31.4,0.37
2023-04-03T19:00,0.8,171,8.1,31.4,0.35
2023-04-03T20:00,0.82,172,8.1,31.4,0.4
2023-04-03T21:00,0.82,172,8.2,31.3,0.51
2023-04-03T22:00,0.8,171,8.35,31.3,0.62
2023-04-03T23:00,0.8,171,8.5,31.2,0.74
2023-04-04T00:00,0.8,170,8.65,31.2,0.82
2023-04-04T01:00,0.78,170,8.75,31.1,0.82
2023-04-04T02:00,0.78,169,8.9,31.1,0.75
2023-04-04T03:00,0.78,168,9.05,31.1,0.63
2023-04-04T04:00,0.76,167,9.15,31.0,0.5
2023-04-04T05:00,0.76,166,9.25,31.0,0.36
2023-04-04T06:00,0.78,165,9.3,31.0,0.26
2023-04-04T07:00,0.78,164,9.35,31.0,0.23
2023-04-04T08:00,0.8,163,9.15,31.0,0.26
2023-04-04T09:00,0.74,163,8.55,31.0,0.36
2023-04-04T10:00,0.68,162,7.8,31.1,0.52
2023-04-04T11:00,0.62,162,7.3,31.1,0.68
2023-04-04T12:00,0.68,163,7.35,31.1,0.8
2023-04-04T13:00,0.76,165,7.7,31.1,0.83
2023-04-04T14:00,0.82,166,7.95,31.2,0.79
2023-04-04T15:00,0.84,168,8.05,31.2,0.7
2023-04-04T16:00,0.88,169,8.05,31.3,0.56
2023-04-04T17:00,0.9,171,8.1,31.3,0.42
2023-04-04T18:00,0.88,171,8.15,31.3,0.31
2023-04-04T19:00,0.86,171,8.2,31.2,0.26
2023-04-04T20:00,0.84,171,8.3,31.2,0.3
2023-04-04T21:00,0.82,170,8.45,31.2,0.4
2023-04-04T22:00,0.78,169,8.65,31.1,0.54
2023-04-04T23:00,0.76,168,8.9,31.1,0.68
2023-04-05T00:00,0.74,167,9.2,31.0,0.79
2023-04-05T01:00,0.74,166,9.55,31.0,0.83
2023-04-05T02:00,0.72,165,9.75,31.0,0.79
2023-04-05T03:00,0.68,164,9.7,30.9,0.67
2023-04-05T04:00,0.62,164,9.6,30.9,0.51
2023-04-05T05:00,0.58,163,9.6,30.9,0.36
2023-04-05T06:00,0.62,163,10.0,30.9,0.24
2023-04-05T07:00,0.64,163,10.55,30.9,0.18
2023-04-05T08:00,0.68,163,10.95,31.0,0.21
2023-04-05T09:00,0.68,163,11.05,31.0,0.32
2023-04-05T10:00,0.66,163,11.0,31.0,0.49
2023-04-05T11:00,0.66,163,10.95,31.1,0.67
2023-04-05T12:00,0.66,163,10.95,31.1,0.82
2023-04-05T13:00,0.64,163,10.95,31.2,0.91
2023-04-05T14:00,0.64,163,10.9,31.2,0.91
2023-04-05T15:00,0.64,163,10.75,31.2,0.82
2023-04-05T16:00,0.66,163,10.6,31.3,0.67
2023-04-05T17:00,0.66,163,10.4,31.3,0.5
2023-04-05T18:00,0.66,163,10.15,31.3,0.35
2023-04-05T19:00,0.66,163,9.95,31.2,0.26
2023-04-05T20:00,0.66,163,9.75,31.2,0.25
2023-04-05T21:00,0.66,164,9.65,31.2,0.33
2023-04-05T22:00,0.66,164,9.65,31.1,0.47
2023-04-05T23:00,0.66,165,9.65,31.1,0.63
2023-04-06T00:00,0.66,165,9.7,31.0,0.76
2023-04-06T01:00,0.66,166,9.8,31.0,0.83
2023-04-06T02:00,0.66,166,9.9,31.0,0.82
2023-04-06T03:00,0.66,166,10.05,30.9,0.72
2023-04-06T04:00,0.66,165,10.2,30.9,0.56
2023-04-06T05:00,0.66,165,10.35,30.9,0.39
2023-04-06T06:00,0.66,165,10.5,30.9,0.25
2023-04-06T07:00,0.66,164,10.6,30.9,0.15
2023-04-06T08:00,0.66,164,10.7,30.9,0.15
2023-04-06T09:00,0.66,164,10.75,31.0,0.26
2023-04-06T10:00,0.66,163,10.8,31.0,0.43
2023-04-06T11:00,0.66,163,10.85,31.1,0.63
2023-04-06T12:00,0.66,163,10.85,31.1,0.82
2023-04-06T13:00,0.66,163,10.85,31.2,0.94
2023-04-06T14:00,0.66,163,10.85,31.2,0.98
2023-04-06T15:00,0.66,163,10.85,31.3,0.91
2023-04-06T16:00,0.66,162,10.85,31.3,0.76
2023-04-06T17:00,0.66,162,10.85,31.3,0.57
2023-04-06T18:00,0.66,162,10.75,31.3,0.4
2023-04-06T19:00,0.66,162,10.7,31.3,0.28
2023-04-06T20:00,0.66,162,10.75,31.3,0.23
2023-04-06T21:00,0.72,162,11.2,31.2,0.28
2023-04-06T22:00,0.78,162,11.75,31.2,0.41
2023-04-06T23:00,0.84,162,12.05,31.1,0.57
2023-04-07T00:00,0.78,162,11.75,31.1,0.72
2023-04-07T01:00,0.72,162,11.15,31.1,0.82
2023-04-07T02:00,0.66,162,10.75,31.0,0.84
2023-04-07T03:00,0.68,162,10.7,31.0,0.78
2023-04-07T04:00,0.68,162,10.85,31.0,0.63
2023-04-07T05:00,0.7,162,10.9,31.0,0.45
2023-04-07T06:00,0.68,162,10.85,31.0,0.28
2023-04-07T07:00,0.68,161,10.75,31.0,0.17
2023-04-07T08:00,0.66,161,10.65,31.0,0.13
2023-04-07T09:00,0.66,161,10.6,31.1,0.21
2023-04-07T10:00,0.64,162,10.55,31.1,0.38
2023-04-07T11:00,0.64,162,10.55,31.1,0.58
2023-04-07T12:00,0.64,162,10.6,31.2,0.78
2023-04-07T13:00,0.64,162,10.65,31.2,0.93
2023-04-07T14:00,0.64,162,10.65,31.3,1.0
2023-04-07T15:00,0.64,162,10.6,31.4,0.97
2023-04-07T16:00,0.62,161,10.5,31.4,0.85
2023-04-07T17:00,0.62,161,10.35,31.4,0.66
2023-04-07T18:00,0.62,159,10.15,31.4,0.46
2023-04-07T19:00,0.62,156,9.9,31.4,0.3
2023-04-07T20:00,0.62,154,9.65,31.4,0.22
2023-04-07T21:00,0.62,152,9.5,31.3,0.23
2023-04-07T22:00,0.64,151,9.45,31.3,0.33
2023-04-07T23:00,0.64,149,9.25,31.2,0.48
2023-04-08T00:00,0.66,143,8.9,31.2,0.65
2023-04-08T01:00,0.7,137,8.5,31.1,0.77
2023-04-08T02:00,0.72,131,8.1,31.1,0.82
2023-04-08T03:00,0.78,125,7.7,31.1,0.79
2023-04-08T04:00,0.82,118,7.35,31.0,0.68
2023-04-08T05:00,0.88,112,7.1,31.0,0.51
2023-04-08T06:00,0.9,112,7.1,31.0,0.32
2023-04-08T07:00,0.94,113,7.25,31.0,0.18
2023-04-08T08:00,0.96,113,7.4,31.0,0.12
2023-04-08T09:00,0.9,115,7.4,31.0,0.15
2023-04-08T10:00,0.86,117,7.4,31.1,0.3
2023-04-08T11:00,0.8,119,7.5,31.1,0.5
2023-04-08T12:00,0.8,122,7.75,31.1,0.7
2023-04-08T13:00,0.78,126,8.1,31.2,0.87
2023-04-08T14:00,0.78,129,8.4,31.2,0.96
2023-04-08T15:00,0.76,132,8.55,31.3,0.96
2023-04-08T16:00,0.76,134,8.65,31.3,0.86
2023-04-08T17:00,0.74,137,8.7,31.3,0.7
2023-04-08T18:00,0.76,136,8.75,31.3,0.5
2023-04-08T19:00,0.76,135,8.7,31.3,0.32
2023-04-08T20:00,0.78,134,8.65,31.3,0.2
2023-04-08T21:00,0.8,130,8.45,31.2,0.17
2023-04-08T22:00,0.84,126,8.25,31.2,0.22
2023-04-08T23:00,0.86,122,8.1,31.1,0.36
2023-04-09T00:00,0.86,123,8.15,31.1,0.51
2023-04-09T01:00,0.86,123,8.25,31.0,0.64
2023-04-09T02:00,0.86,124,8.45,31.0,0.7
2023-04-09T03:00,0.84,128,8.7,30.9,0.69
2023-04-09T04:00,0.84,131,8.95,30.9,0.61
2023-04-09T05:00,0.82,135,9.25,30.9,0.47
2023-04-09T06:00,0.82,139,9.5,30.9,0.29
2023-04-09T07:00,0.8,143,9.75,30.9,0.13
2023-04-09T08:00,0.8,147,10.0,30.9,0.05
2023-04-09T09:00,0.8,149,10.2,30.9,0.06
2023-04-09T10:00,0.78,152,10.35,30.9,0.16
2023-04-09T11:00,0.78,154,10.45,31.0,0.34
2023-04-09T12:00,0.78,155,10.5,31.0,0.56
2023-04-09T13:00,0.78,156,10.45,31.1,0.75
2023-04-09T14:00,0.78,157,10.45,31.1,0.88
2023-04-09T15:00,0.78,157,10.4,31.2,0.91
2023-04-09T16:00,0.76,158,10.4,31.2,0.87
2023-04-09T17:00,0.76,158,10.35,31.2,0.74
2023-04-09T18:00,0.76,158,10.4,31.2,0.56
2023-04-09T19:00,0.76,159,10.4,31.2,0.38
2023-04-09T20:00,0.76,159,10.35,31.2,0.25
2023-04-09T21:00,0.76,157,10.1,31.1,0.2
2023-04-09T22:00,0.78,155,9.75,31.1,0.22
2023-04-09T23:00,0.78,153,9.35,31.1,0.32
2023-04-10T00:00,0.82,147,8.95,31.0,0.47
2023-04-10T01:00,0.86,140,8.6,31.0,0.61
2023-04-10T02:00,0.9,134,8.25,31.0,0.7
2023-04-10T03:00,0.92,131,8.0,30.9,0.71
2023-04-10T04:00,0.94,129,7.85,30.9,0.66
2023-04-10T05:00,0.96,126,7.75,30.9,0.55
2023-04-10T06:00,0.96,126,7.7,30.9,0.4
2023-04-10T07:00,0.96,127,7.7,30.9,0.24
2023-04-10T08:00,0.96,127,7.75,30.9,0.14
2023-04-10T09:00,0.94,129,7.85,30.9,0.13
2023-04-10T10:00,0.92,130,7.95,30.9,0.19
2023-04-10T11:00,0.9,132,8.05,31.0,0.34
2023-04-10T12:00,0.88,134,8.1,31.0,0.54
2023-04-10T13:00,0.86,135,8.15,31.1,0.73
2023-04-10T14:00,0.84,137,8.15,31.1,0.88
2023-04-10T15:00,0.84,137,8.15,31.2,0.95
2023-04-10T16:00,0.84,136,8.1,31.3,0.93
2023-04-10T17:00,0.84,136,8.0,31.3,0.85
2023-04-10T18:00,0.86,133,7.9,31.3,0.71
2023-04-10T19:00,0.86,131,7.75,31.2,0.54
2023-04-10T20:00,0.88,128,7.6,31.2,0.4
2023-04-10T21:00,0.92,124,7.45,31.2,0.32
2023-04-10T22:00,0.94,119,7.3,31.1,0.31
2023-04-10T23:00,0.98,115,7.2,31.1,0.37
2023-04-11T00:00,1.0,114,7.1,31.0,0.47
2023-04-11T01:00,1.0,112,7.0,31.0,0.59
2023-04-11T02:00,1.02,111,6.95,30.9,0.67
2023-04-11T03:00,1.0,112,6.95,30.9,0.7
2023-04-11T04:00,1.0,114,6.95,30.8,0.67
2023-04-11T05:00,0.98,115,7.0,30.8,0.58
2023-04-11T06:00,0.96,117,7.05,30.8,0.47
2023-04-11T07:00,0.92,120,7.1,30.8,0.33
2023-04-11T08:00,0.9,122,7.15,30.9,0.23
2023-04-11T09:00,0.88,124,7.25,30.9,0.19
2023-04-11T10:00,0.86,127,7.35,30.9,0.23
2023-04-11T11:00,0.84,129,7.5,31.0,0.33
2023-04-11T12:00,0.82,132,7.65,31.0,0.48
2023-04-11T13:00,0.82,134,7.8,31.1,0.65
2023-04-11T14:00,0.8,137,8.0,31.1,0.8
2023-04-11T15:00,0.78,140,8.2,31.2,0.89
2023-04-11T16:00,0.76,142,8.4,31.3,0.9
2023-04-11T17:00,0.74,145,8.55,31.3,0.84
2023-04-11T18:00,0.74,146,8.65,31.3,0.75
2023-04-11T19:00,0.72,148,8.7,31.2,0.62
2023-04-11T20:00,0.72,149,8.7,31.2,0.48
2023-04-11T21:00,0.74,146,8.55,31.2,0.4
2023-04-11T22:00,0.74,143,8.25,31.1,0.37
2023-04-11T23:00,0.76,140,8.05,31.1,0.39
2023-04-12T00:00,0.78,137,7.95,31.0,0.45
2023-04-12T01:00,0.82,133,7.9,31.0,0.54
2023-04-12T02:00,0.84,130,7.85,31.0,0.61
2023-04-12T03:00,0.86,130,7.85,31.0,0.65
2023-04-12T04:00,0.86,130,7.9,30.9,0.64
2023-04-12T05:00,0.88,130,7.95,30.9,0.58
2023-04-12T06:00,0.88,131,8.0,30.9,0.49
2023-04-12T07:00,0.88,133,8.1,30.9,0.39
2023-04-12T08:00,0.88,134,8.2,31.0,0.29
2023-04-12T09:00,0.86,136,8.35,31.0,0.24
2023-04-12T10:00,0.84,139,8.5,31.0,0.25
2023-04-12T11:00,0.82,141,8.65,31.1,0.31
2023-04-12T12:00,0.8,143,8.8,31.1,0.42
2023-04-12T13:00,0.8,146,8.9,31.2,0.56
2023-04-12T14:00,0.78,148,9.0,31.2,0.69
2023-04-12T15:00,0.74,150,8.95,31.3,0.79
2023-04-12T16:00,0.68,152,8.85,31.3,0.83
2023-04-12T17:00,0.64,154,8.9,31.4,0.81
2023-04-12T18:00,0.66,155,9.2,31.4,0.75
2023-04-12T19:00,0.68,157,9.6,31.4,0.66
2023-04-12T20:00,0.7,158,9.9,31.3,0.57
2023-04-12T21:00,0.72,157,9.95,31.3,0.49
2023-04-12T22:00,0.72,156,9.85,31.3,0.44
2023-04-12T23:00,0.74,155,9.7,31.2,0.43
2023-04-13T00:00,0.76,153,9.6,31.2,0.46
2023-04-13T01:00,0.78,150,9.45,31.2,0.5
2023-04-13T02:00,0.8,148,9.3,31.1,0.54
2023-04-13T03:00,0.82,147,9.2,31.1,0.57
2023-04-13T04:00,0.82,145,9.1,31.1,0.57
2023-04-13T05:00,0.84,144,9.05,31.1,0.54
2023-04-13T06:00,0.84,144,9.1,31.1,0.48
2023-04-13T07:00,0.86,143,9.2,31.1,0.41
2023-04-13T08:00,0.86,143,9.3,31.1,0.36
2023-04-13T09:00,0.86,144,9.4,31.2,0.32
2023-04-13T10:00,0.84,145,9.5,31.2,0.32
2023-04-13T11:00,0.84,146,9.65,31.2,0.36
2023-04-13T12:00,0.84,148,9.8,31.3,0.43
2023-04-13T13:00,0.82,150,10.0,31.3,0.51
2023-04-13T14:00,0.82,152,10.15,31.4,0.61
2023-04-13T15:00,0.82,154,10.25,31.5,0.69
2023-04-13T16:00,0.82,155,10.35,31.5,0.74
2023-04-13T17:00,0.82,157,10.45,31.5,0.75
2023-04-13T18:00,0.82,158,10.55,31.5,0.72
2023-04-13T19:00,0.82,160,10.6,31.5,0.68
2023-04-13T20:00,0.82,161,10.7,31.5,0.64
2023-04-13T21:00,0.82,162,10.8,31.4,0.59
2023-04-13T22:00,0.84,163,10.85,31.4,0.55
2023-04-13T23:00,0.84,164,10.95,31.4,0.52
2023-04-14T00:00,0.84,164,11.0,31.3,0.51
2023-04-14T01:00,0.86,165,11.1,31.3,0.52
2023-04-14T02:00,0.86,165,11.15,31.3,0.53
2023-04-14T03:00,0.88,165,11.25,31.2,0.53
2023-04-14T04:00,0.88,166,11.35,31.2,0.53
2023-04-14T05:00,0.9,166,11.35,31.2,0.52
2023-04-14T06:00,0.9,165,11.2,31.2,0.49
2023-04-14T07:00,0.88,164,11.0,31.2,0.44
2023-04-14T08:00,0.88,163,10.9,31.2,0.43
2023-04-14T09:00,0.9,163,10.95,31.3,0.44
2023-04-14T10:00,0.94,164,11.05,31.3,0.44
2023-04-14T11:00,0.96,164,11.15,31.4,0.46
2023-04-14T12:00,0.96,164,11.2,31.4,0.5
2023-04-14T13:00,0.98,165,11.2,31.5,0.55
2023-04-14T14:00,0.98,165,11.2,31.5,0.6
2023-04-14T15:00,1.0,165,11.2,31.6,0.64
2023-04-14T16:00,1.0,166,11.2,31.6,0.67
2023-04-14T17:00,1.02,166,11.1,31.6,0.69
2023-04-14T18:00,0.98,166,10.75,31.6,0.69
2023-04-14T19:00,0.96,167,10.3,31.6,0.7
2023-04-14T20:00,0.92,167,10.0,31.6,0.69
2023-04-14T21:00,0.96,165,10.0,31.5,0.68
2023-04-14T22:00,1.0,164,10.1,31.5,0.67
2023-04-14T23:00,1.04,162,10.25,31.4,0.65
2023-04-15T00:00,1.08,162,10.4,31.4,0.63
2023-04-15T01:00,1.12,163,10.5,31.3,0.61
2023-04-15T02:00,1.16,163,10.6,31.3,0.58
2023-04-15T03:00,1.14,164,10.6,31.3,0.54
2023-04-15T04:00,1.12,166,10.55,31.2,0.51
2023-04-15T05:00,1.1,167,10.5,31.2,0.5
2023-04-15T06:00,1.1,167,10.5,31.2,0.49
2023-04-15T07:00,1.1,168,10.55,31.3,0.48
2023-04-15T08:00,1.1,168,10.6,31.3,0.5
2023-04-15T09:00,1.1,168,10.65,31.3,0.54
2023-04-15T10:00,1.08,168,10.7,31.4,0.58
2023-04-15T11:00,1.08,168,10.75,31.4,0.6
2023-04-15T12:00,1.06,168,10.8,31.5,0.61
2023-04-15T13:00,1.06,167,10.8,31.5,0.62
2023-04-15T14:00,1.04,167,10.75,31.5,0.62
2023-04-15T15:00,1.04,167,10.6,31.6,0.6
2023-04-15T16:00,1.04,166,10.4,31.6,0.59
2023-04-15T17:00,1.04,166,10.2,31.6,0.6
2023-04-15T18:00,1.04,167,10.1,31.6,0.6
2023-04-15T19:00,1.04,167,10.0,31.5,0.63
2023-04-15T20:00,1.04,168,9.95,31.5,0.67
2023-04-15T21:00,1.02,168,9.85,31.5,0.71
2023-04-15T22:00,0.98,169,9.8,31.4,0.75
2023-04-15T23:00,0.96,169,9.8,31.4,0.76
2023-04-16T00:00,0.96,169,9.9,31.3,0.73
2023-04-16T01:00,0.96,168,10.05,31.3,0.68
2023-04-16T02:00,0.96,168,10.2,31.3,0.63
2023-04-16T03:00,0.96,168,10.3,31.2,0.55
2023-04-16T04:00,0.98,168,10.4,31.2,0.47
2023-04-16T05:00,0.98,168,10.45,31.2,0.44
2023-04-16T06:00,0.96,168,10.5,31.2,0.43
2023-04-16T07:00,0.96,167,10.55,31.2,0.45
2023-04-16T08:00,0.94,167,10.6,31.2,0.5
2023-04-16T09:00,0.92,167,10.7,31.3,0.58
2023-04-16T10:00,0.92,166,10.8,31.3,0.67
2023-04-16T11:00,0.9,166,10.85,31.4,0.72
2023-04-16T12:00,0.9,166,10.9,31.4,0.73
2023-04-16T13:00,0.88,166,10.9,31.5,0.71
2023-04-16T14:00,0.88,166,10.85,31.5,0.67
2023-04-16T15:00,0.88,166,10.75,31.6,0.61
2023-04-16T16:00,0.88,166,10.6,31.6,0.54
2023-04-16T17:00,0.88,166,10.5,31.6,0.49
2023-04-16T18:00,0.88,166,10.4,31.6,0.48
2023-04-16T19:00,0.88,167,10.3,31.6,0.52
2023-04-16T20:00,0.88,167,10.3,31.5,0.58
2023-04-16T21:00,0.9,167,10.35,31.5,0.65
2023-04-16T22:00,0.9,167,10.5,31.4,0.73
2023-04-16T23:00,0.92,167,10.65,31.4,0.78
2023-04-17T00:00,0.92,167,10.8,31.3,0.76
2023-04-17T01:00,0.92,167,10.95,31.3,0.69
2023-04-17T02:00,0.92,167,11.05,31.3,0.6
2023-04-17T03:00,0.9,167,11.0,31.2,0.51
2023-04-17T04:00,0.88,166,10.95,31.2,0.4
2023-04-17T05:00,0.86,166,10.9,31.2,0.32
2023-04-17T06:00,0.84,166,10.95,31.2,0.29
2023-04-17T07:00,0.84,166,11.05,31.3,0.33
2023-04-17T08:00,0.82,166,11.2,31.3,0.41
2023-04-17T09:00,0.86,166,11.55,31.3,0.53
2023-04-17T10:00,0.88,165,11.95,31.4,0.65
2023-04-17T11:00,0.92,165,12.25,31.4,0.75
