recorded_at,wave_height_m,wave_direction_deg,wave_period_s,sea_surface_temp_c,sea_level_height_msl_m
2025-04-10T13:00,1.14,172,8.55,32.0,0.88
2025-04-10T14:00,1.16,173,8.5,32.0,0.82
2025-04-10T15:00,1.18,173,8.4,32.0,0.73
2025-04-10T16:00,1.22,174,8.3,32.0,0.61
2025-04-10T17:00,1.24,174,8.2,32.0,0.5
2025-04-10T18:00,1.26,175,8.1,32.0,0.43
2025-04-10T19:00,1.26,175,8.05,31.9,0.41
2025-04-10T20:00,1.28,176,8.0,31.9,0.46
2025-04-10T21:00,1.3,177,7.95,31.9,0.56
2025-04-10T22:00,1.3,177,7.85,31.9,0.69
2025-04-10T23:00,1.32,178,7.85,31.8,0.82
2025-04-11T00:00,1.32,178,7.95,31.8,0.88
2025-04-11T01:00,1.32,178,8.1,31.7,0.86
2025-04-11T02:00,1.32,178,8.25,31.7,0.78
2025-04-11T03:00,1.26,178,8.3,31.7,0.68
2025-04-11T04:00,1.18,178,8.35,31.6,0.54
2025-04-11T05:00,1.12,178,8.4,31.6,0.41
2025-04-11T06:00,1.12,177,8.6,31.6,0.33
2025-04-11T07:00,1.12,177,8.8,31.6,0.32
2025-04-11T08:00,1.12,176,9.0,31.7,0.37
2025-04-11T09:00,1.12,176,9.1,31.7,0.51
2025-04-11T10:00,1.14,176,9.1,31.7,0.68
2025-04-11T11:00,1.14,176,9.1,31.8,0.84
2025-04-11T12:00,1.16,176,9.1,31.8,0.96
2025-04-11T13:00,1.18,176,9.05,31.9,0.99
2025-04-11T14:00,1.2,176,9.0,31.9,0.93
2025-04-11T15:00,1.24,176,8.9,31.9,0.81
2025-04-11T16:00,1.26,175,8.7,32.0,0.68
2025-04-11T17:00,1.3,175,8.5,32.0,0.54
2025-04-11T18:00,1.36,176,8.25,32.0,0.43
2025-04-11T19:00,1.4,177,7.9,31.9,0.37
2025-04-11T20:00,1.46,178,7.65,31.9,0.38
2025-04-11T21:00,1.54,180,7.4,31.9,0.47
2025-04-11T22:00,1.62,183,7.25,31.8,0.61
2025-04-11T23:00,1.7,185,7.15,31.8,0.74
2025-04-12T00:00,1.66,184,7.2,31.7,0.84
2025-04-12T01:00,1.62,184,7.35,31.7,0.86
2025-04-12T02:00,1.58,183,7.55,31.6,0.8
2025-04-12T03:00,1.52,182,7.75,31.6,0.68
2025-04-12T04:00,1.48,180,7.9,31.5,0.53
2025-04-12T05:00,1.42,179,8.1,31.5,0.38
2025-04-12T06:00,1.4,178,8.25,31.5,0.27
2025-04-12T07:00,1.36,176,8.45,31.6,0.21
2025-04-12T08:00,1.34,175,8.55,31.6,0.24
2025-04-12T09:00,1.32,175,8.6,31.6,0.39
2025-04-12T10:00,1.32,175,8.55,31.7,0.58
2025-04-12T11:00,1.3,175,8.55,31.7,0.76
2025-04-12T12:00,1.28,175,8.5,31.8,0.91
2025-04-12T13:00,1.26,176,8.45,31.8,1.01
2025-04-12T14:00,1.24,176,8.45,31.8,0.99
2025-04-12T15:00,1.22,176,8.5,31.9,0.87
2025-04-12T16:00,1.2,177,8.6,31.9,0.69
2025-04-12T17:00,1.18,177,8.65,31.9,0.53
2025-04-12T18:00,1.18,178,8.7,31.9,0.4
2025-04-12T19:00,1.18,178,8.75,31.9,0.32
2025-04-12T20:00,1.18,179,8.75,31.9,0.31
2025-04-12T21:00,1.16,179,8.7,31.8,0.38
2025-04-12T22:00,1.16,179,8.6,31.8,0.53
2025-04-12T23:00,1.14,179,8.55,31.8,0.69
2025-04-13T00:00,1.12,179,8.65,31.7,0.81
2025-04-13T01:00,1.12,180,8.75,31.7,0.88
2025-04-13T02:00,1.1,180,8.95,31.7,0.86
2025-04-13T03:00,1.08,179,9.2,31.6,0.75
2025-04-13T04:00,1.04,178,9.45,31.6,0.59
2025-04-13T05:00,1.02,177,9.65,31.6,0.43
2025-04-13T06:00,1.0,176,9.8,31.7,0.3
2025-04-13T07:00,1.0,176,9.85,31.7,0.22
2025-04-13T08:00,0.98,175,9.95,31.8,0.23
2025-04-13T09:00,0.98,175,10.0,31.9,0.34
2025-04-13T10:00,0.96,175,10.1,31.9,0.52
2025-04-13T11:00,0.96,175,10.15,32.0,0.72
2025-04-13T12:00,0.96,175,10.25,32.0,0.89
2025-04-13T13:00,0.96,174,10.35,32.0,1.02
2025-04-13T14:00,0.96,174,10.4,32.0,1.05
2025-04-13T15:00,0.96,174,10.4,32.0,0.95
2025-04-13T16:00,0.96,174,10.4,32.0,0.79
2025-04-13T17:00,0.96,174,10.4,32.0,0.61
2025-04-13T18:00,0.96,174,10.35,32.0,0.45
2025-04-13T19:00,0.98,175,10.35,32.0,0.33
2025-04-13T20:00,0.98,175,10.35,32.0,0.28
2025-04-13T21:00,0.98,175,10.4,31.9,0.33
2025-04-13T22:00,0.98,174,10.55,31.9,0.44
2025-04-13T23:00,0.98,174,10.65,31.9,0.6
2025-04-14T00:00,1.0,174,10.75,31.8,0.75
2025-04-14T01:00,1.0,175,10.9,31.8,0.83
2025-04-14T02:00,1.02,175,11.0,31.8,0.85
2025-04-14T03:00,1.02,175,11.15,31.8,0.78
2025-04-14T04:00,1.0,174,11.25,31.7,0.63
2025-04-14T05:00,1.0,174,11.4,31.7,0.45
2025-04-14T06:00,1.0,173,11.55,31.7,0.31
2025-04-14T07:00,0.98,173,11.7,31.7,0.21
2025-04-14T08:00,0.98,172,11.8,31.8,0.19
2025-04-14T09:00,0.98,172,11.9,31.8,0.27
2025-04-14T10:00,0.98,171,11.95,31.8,0.44
2025-04-14T11:00,0.98,171,11.95,31.9,0.64
2025-04-14T12:00,0.98,169,11.8,31.9,0.84
2025-04-14T13:00,0.98,167,11.6,32.0,0.96
2025-04-14T14:00,0.98,165,11.4,32.0,1.02
2025-04-14T15:00,0.98,165,11.3,32.1,0.98
2025-04-14T16:00,0.96,165,11.2,32.1,0.85
2025-04-14T17:00,0.96,165,11.1,32.1,0.66
2025-04-14T18:00,0.96,166,11.0,32.1,0.47
2025-04-14T19:00,0.94,168,10.85,32.1,0.32
2025-04-14T20:00,0.94,169,10.75,32.1,0.24
2025-04-14T21:00,0.94,170,10.65,32.0,0.25
2025-04-14T22:00,0.94,172,10.6,32.0,0.33
2025-04-14T23:00,0.94,173,10.55,31.9,0.48
2025-04-15T00:00,0.96,174,10.5,31.9,0.63
2025-04-15T01:00,0.96,174,10.5,31.8,0.73
2025-04-15T02:00,0.98,175,10.55,31.8,0.75
2025-04-15T03:00,0.98,174,10.6,31.8,0.72
2025-04-15T04:00,0.96,174,10.75,31.7,0.62
2025-04-15T05:00,0.96,173,10.85,31.7,0.45
2025-04-15T06:00,0.96,172,11.0,31.7,0.29
2025-04-15T07:00,0.94,172,11.15,31.7,0.17
2025-04-15T08:00,0.94,171,11.25,31.8,0.14
2025-04-15T09:00,0.94,170,11.3,31.8,0.2
2025-04-15T10:00,0.96,170,11.35,31.8,0.34
2025-04-15T11:00,0.96,169,11.4,31.9,0.53
2025-04-15T12:00,0.94,169,11.4,31.9,0.73
2025-04-15T13:00,0.94,168,11.4,32.0,0.89
2025-04-15T14:00,0.92,168,11.4,32.0,0.97
2025-04-15T15:00,0.92,168,11.35,32.1,0.96
2025-04-15T16:00,0.92,167,11.35,32.2,0.87
2025-04-15T17:00,0.92,167,11.3,32.2,0.71
2025-04-15T18:00,0.92,167,11.25,32.2,0.51
2025-04-15T19:00,0.94,167,11.2,32.1,0.35
2025-04-15T20:00,0.94,167,11.2,32.1,0.25
2025-04-15T21:00,0.94,167,11.25,32.1,0.23
2025-04-15T22:00,0.92,168,11.3,32.0,0.28
2025-04-15T23:00,0.92,168,11.35,32.0,0.4
2025-04-16T00:00,0.92,168,11.35,31.9,0.54
2025-04-16T01:00,0.92,169,11.35,31.9,0.66
2025-04-16T02:00,0.92,169,11.35,31.9,0.7
2025-04-16T03:00,0.92,169,11.35,31.9,0.69
2025-04-16T04:00,0.9,169,11.35,31.8,0.61
2025-04-16T05:00,0.9,169,11.35,31.8,0.47
2025-04-16T06:00,0.9,169,11.35,31.8,0.31
2025-04-16T07:00,0.88,169,11.35,31.8,0.18
2025-04-16T08:00,0.88,169,11.35,31.9,0.13
2025-04-16T09:00,0.88,169,11.3,31.9,0.16
2025-04-16T10:00,0.86,169,11.2,31.9,0.27
2025-04-16T11:00,0.86,169,11.1,32.0,0.44
2025-04-16T12:00,0.84,169,11.05,32.0,0.64
2025-04-16T13:00,0.84,168,11.05,32.1,0.82
2025-04-16T14:00,0.82,168,10.9,32.1,0.92
2025-04-16T15:00,0.84,167,10.5,32.2,0.94
2025-04-16T16:00,0.84,166,10.05,32.2,0.89
2025-04-16T17:00,0.86,165,9.65,32.2,0.77
2025-04-16T18:00,0.86,167,9.5,32.2,0.58
2025-04-16T19:00,0.86,168,9.45,32.2,0.4
2025-04-16T20:00,0.86,170,9.45,32.2,0.29
2025-04-16T21:00,0.86,171,9.45,32.1,0.25
2025-04-16T22:00,0.84,172,9.45,32.1,0.28
2025-04-16T23:00,0.84,173,9.45,32.0,0.37
2025-04-17T00:00,0.84,173,9.45,32.0,0.5
2025-04-17T01:00,0.82,173,9.45,32.0,0.61
2025-04-17T02:00,0.82,173,9.5,31.9,0.68
2025-04-17T03:00,0.8,173,9.6,31.9,0.67
2025-04-17T04:00,0.8,172,9.7,31.9,0.62
2025-04-17T05:00,0.78,172,9.85,31.9,0.52
2025-04-17T06:00,0.76,171,10.0,31.9,0.38
2025-04-17T07:00,0.74,171,10.15,31.9,0.24
2025-04-17T08:00,0.72,170,10.25,31.9,0.17
2025-04-17T09:00,0.72,170,10.4,31.9,0.17
2025-04-17T10:00,0.72,169,10.5,31.9,0.25
2025-04-17T11:00,0.72,169,10.45,32.0,0.4
2025-04-17T12:00,0.74,166,10.15,32.0,0.57
2025-04-17T13:00,0.74,164,9.75,32.1,0.75
2025-04-17T14:00,0.76,161,9.3,32.1,0.88
2025-04-17T15:00,0.74,162,8.9,32.2,0.93
2025-04-17T16:00,0.74,163,8.5,32.3,0.9
2025-04-17T17:00,0.72,164,8.15,32.3,0.83
2025-04-17T18:00,0.74,168,7.85,32.3,0.69
2025-04-17T19:00,0.76,171,7.6,32.2,0.52
2025-04-17T20:00,0.78,175,7.5,32.2,0.4
2025-04-17T21:00,0.78,176,7.55,32.2,0.35
2025-04-17T22:00,0.8,176,7.7,32.1,0.35
2025-04-17T23:00,0.8,177,7.9,32.1,0.41
2025-04-18T00:00,0.8,177,8.05,32.0,0.53
2025-04-18T01:00,0.8,176,8.2,32.0,0.64
2025-04-18T02:00,0.8,176,8.4,32.0,0.7
2025-04-18T03:00,0.82,175,8.75,31.9,0.72
2025-04-18T04:00,0.82,175,9.15,31.9,0.69
2025-04-18T05:00,0.84,174,9.4,31.9,0.61
2025-04-18T06:00,0.82,174,9.45,31.9,0.5
2025-04-18T07:00,0.78,173,9.4,32.0,0.37
2025-04-18T08:00,0.76,173,9.3,32.0,0.27
2025-04-18T09:00,0.76,174,9.2,32.0,0.26
2025-04-18T10:00,0.78,174,9.0,32.1,0.31
2025-04-18T11:00,0.78,175,8.75,32.1,0.42
2025-04-18T12:00,0.82,176,8.35,32.2,0.57
2025-04-18T13:00,0.88,178,7.85,32.2,0.73
2025-04-18T14:00,0.92,179,7.35,32.3,0.86
2025-04-18T15:00,1.0,182,6.85,32.3,0.92
2025-04-18T16:00,1.08,184,6.4,32.3,0.91
2025-04-18T17:00,1.16,187,6.1,32.3,0.85
2025-04-18T18:00,1.16,187,6.0,32.3,0.74
2025-04-18T19:00,1.14,186,6.1,32.3,0.6
2025-04-18T20:00,1.14,186,6.25,32.2,0.47
2025-04-18T21:00,1.18,185,6.55,32.2,0.39
2025-04-18T22:00,1.2,185,6.95,32.1,0.37
2025-04-18T23:00,1.24,184,7.25,32.1,0.4
2025-04-19T00:00,1.16,183,7.35,32.0,0.47
2025-04-19T01:00,1.08,182,7.3,32.0,0.55
2025-04-19T02:00,1.0,181,7.35,31.9,0.63
2025-04-19T03:00,0.96,180,7.55,31.9,0.66
2025-04-19T04:00,0.92,179,7.85,31.9,0.64
2025-04-19T05:00,0.88,178,8.1,31.9,0.58
2025-04-19T06:00,0.86,177,8.25,31.9,0.5
2025-04-19T07:00,0.84,177,8.4,31.9,0.41
2025-04-19T08:00,0.82,176,8.5,32.0,0.33
2025-04-19T09:00,0.8,176,8.55,32.0,0.29
2025-04-19T10:00,0.8,176,8.6,32.1,0.33
2025-04-19T11:00,0.78,176,8.55,32.1,0.42
2025-04-19T12:00,0.78,176,8.5,32.2,0.54
2025-04-19T13:00,0.8,177,8.4,32.2,0.67
2025-04-19T14:00,0.8,177,8.2,32.3,0.8
2025-04-19T15:00,0.84,178,7.85,32.3,0.88
2025-04-19T16:00,0.9,179,7.4,32.3,0.89
2025-04-19T17:00,0.94,180,7.1,32.3,0.85
2025-04-19T18:00,0.94,180,7.05,32.3,0.78
2025-04-19T19:00,0.96,180,7.1,32.3,0.69
2025-04-19T20:00,0.96,180,7.25,32.2,0.58
2025-04-19T21:00,0.94,179,7.5,32.2,0.48
2025-04-19T22:00,0.92,179,7.8,32.2,0.43
2025-04-19T23:00,0.9,178,8.1,32.1,0.44
2025-04-20T00:00,0.88,177,8.4,32.1,0.47
2025-04-20T01:00,0.88,177,8.75,32.1,0.52
2025-04-20T02:00,0.86,176,9.05,32.0,0.58
2025-04-20T03:00,0.84,175,9.25,32.0,0.61
2025-04-20T04:00,0.84,175,9.45,32.0,0.61
2025-04-20T05:00,0.82,174,9.6,32.0,0.56
2025-04-20T06:00,0.8,174,9.75,32.0,0.51
2025-04-20T07:00,0.8,173,9.9,32.0,0.44
2025-04-20T08:00,0.78,173,10.0,32.1,0.38
2025-04-20T09:00,0.78,173,10.1,32.1,0.35
2025-04-20T10:00,0.76,172,10.2,32.1,0.35
2025-04-20T11:00,0.76,172,10.25,32.2,0.4
2025-04-20T12:00,0.76,171,10.3,32.2,0.49
2025-04-20T13:00,0.78,171,10.3,32.3,0.59
2025-04-20T14:00,0.78,170,10.15,32.3,0.69
2025-04-20T15:00,0.82,171,9.7,32.3,0.77
2025-04-20T16:00,0.86,172,9.15,32.4,0.81
2025-04-20T17:00,0.9,173,8.65,32.4,0.79
2025-04-20T18:00,0.92,174,8.35,32.4,0.74
2025-04-20T19:00,0.96,176,8.2,32.3,0.68
2025-04-20T20:00,0.98,177,8.15,32.3,0.62
2025-04-20T21:00,0.98,177,8.25,32.3,0.55
2025-04-20T22:00,0.96,176,8.45,32.2,0.5
2025-04-20T23:00,0.96,176,8.65,32.2,0.47
2025-04-21T00:00,0.94,176,8.8,32.1,0.47
2025-04-21T01:00,0.92,175,8.95,32.1,0.48
2025-04-21T02:00,0.9,175,9.15,32.1,0.5
2025-04-21T03:00,0.88,174,9.4,32.0,0.52
2025-04-21T04:00,0.88,174,9.7,32.0,0.52
2025-04-21T05:00,0.86,173,9.95,32.0,0.5
2025-04-21T06:00,0.86,172,10.15,32.0,0.46
2025-04-21T07:00,0.84,172,10.3,32.1,0.41
2025-04-21T08:00,0.84,171,10.4,32.1,0.38
2025-04-21T09:00,0.84,170,10.5,32.2,0.38
2025-04-21T10:00,0.82,170,10.55,32.2,0.38
2025-04-21T11:00,0.82,169,10.55,32.3,0.4
2025-04-21T12:00,0.8,169,10.45,32.3,0.44
2025-04-21T13:00,0.78,168,10.35,32.3,0.5
2025-04-21T14:00,0.76,168,10.2,32.4,0.57
2025-04-21T15:00,0.78,168,10.1,32.4,0.63
2025-04-21T16:00,0.78,168,10.0,32.4,0.67
2025-04-21T17:00,0.8,168,9.9,32.4,0.68
2025-04-21T18:00,0.82,168,9.85,32.4,0.67
2025-04-21T19:00,0.84,168,9.85,32.4,0.65
2025-04-21T20:00,0.86,168,9.85,32.4,0.62
2025-04-21T21:00,0.86,168,9.9,32.3,0.59
2025-04-21T22:00,0.88,168,10.0,32.3,0.56
2025-04-21T23:00,0.88,168,10.05,32.3,0.53
2025-04-22T00:00,0.88,168,10.05,32.2,0.5
2025-04-22T01:00,0.9,168,10.1,32.2,0.48
2025-04-22T02:00,0.9,168,10.1,32.1,0.47
2025-04-22T03:00,0.9,168,10.15,32.1,0.46
2025-04-22T04:00,0.88,168,10.2,32.0,0.46
2025-04-22T05:00,0.88,168,10.25,32.0,0.46
2025-04-22T06:00,0.88,168,10.3,32.0,0.45
2025-04-22T07:00,0.86,167,10.35,32.1,0.43
2025-04-22T08:00,0.86,167,10.4,32.1,0.44
2025-04-22T09:00,0.86,167,10.45,32.1,0.47
2025-04-22T10:00,0.86,167,10.45,32.2,0.49
2025-04-22T11:00,0.86,167,10.45,32.2,0.49
2025-04-22T12:00,0.86,167,10.4,32.3,0.51
2025-04-22T13:00,0.88,167,10.35,32.3,0.53
2025-04-22T14:00,0.88,167,10.3,32.3,0.55
2025-04-22T15:00,0.9,167,10.3,32.4,0.57
2025-04-22T16:00,0.92,167,10.3,32.4,0.6
2025-04-22T17:00,0.94,167,10.3,32.4,0.6
2025-04-22T18:00,0.94,168,10.35,32.4,0.61
2025-04-22T19:00,0.94,168,10.4,32.3,0.62
2025-04-22T20:00,0.94,169,10.4,32.3,0.63
2025-04-22T21:00,0.92,170,10.35,32.3,0.63
2025-04-22T22:00,0.9,170,10.25,32.2,0.64
2025-04-22T23:00,0.88,171,10.2,32.2,0.62
2025-04-23T00:00,0.88,171,10.2,32.1,0.58
2025-04-23T01:00,0.88,172,10.3,32.1,0.53
2025-04-23T02:00,0.88,172,10.4,32.1,0.49
2025-04-23T03:00,0.88,172,10.55,32.0,0.45
2025-04-23T04:00,0.88,172,10.75,32.0,0.42
2025-04-23T05:00,0.88,172,10.95,32.0,0.44
2025-04-23T06:00,0.9,172,11.15,32.0,0.45
2025-04-23T07:00,0.9,171,11.35,32.0,0.48
2025-04-23T08:00,0.92,171,11.55,32.1,0.53
2025-04-23T09:00,0.92,171,11.7,32.1,0.59
2025-04-23T10:00,0.92,171,11.8,32.1,0.65
2025-04-23T11:00,0.92,171,11.8,32.2,0.69
2025-04-23T12:00,0.92,171,11.6,32.2,0.68
2025-04-23T13:00,0.94,172,11.3,32.3,0.66
2025-04-23T14:00,0.94,172,10.9,32.3,0.63
2025-04-23T15:00,0.98,174,10.3,32.3,0.59
2025-04-23T16:00,1.0,176,9.6,32.4,0.56
2025-04-23T17:00,1.04,178,9.05,32.4,0.55
2025-04-23T18:00,1.06,179,8.8,32.4,0.56
2025-04-23T19:00,1.1,179,8.7,32.3,0.58
2025-04-23T20:00,1.12,180,8.65,32.3,0.63
2025-04-23T21:00,1.1,180,8.6,32.3,0.67
2025-04-23T22:00,1.1,179,8.65,32.2,0.71
2025-04-23T23:00,1.08,179,8.7,32.2,0.73
2025-04-24T00:00,1.06,179,8.8,32.1,0.69
2025-04-24T01:00,1.06,178,8.95,32.1,0.62
2025-04-24T02:00,1.04,178,9.1,32.0,0.55
2025-04-24T03:00,1.0,177,9.3,32.0,0.47
2025-04-24T04:00,0.98,176,9.45,32.0,0.4
2025-04-24T05:00,0.94,175,9.65,32.0,0.38
2025-04-24T06:00,0.92,175,9.8,32.0,0.39
2025-04-24T07:00,0.9,175,9.95,32.0,0.43
2025-04-24T08:00,0.88,175,10.05,32.1,0.51
2025-04-24T09:00,0.88,175,10.05,32.1,0.61
2025-04-24T10:00,0.86,175,10.0,32.2,0.71
2025-04-24T11:00,0.86,175,9.9,32.2,0.78
2025-04-24T12:00,0.86,175,9.75,32.3,0.79
2025-04-24T13:00,0.88,176,9.55,32.3,0.74
2025-04-24T14:00,0.88,176,9.35,32.4,0.68
2025-04-24T15:00,0.94,177,9.2,32.4,0.59
2025-04-24T16:00,0.98,177,9.05,32.4,0.51
2025-04-24T17:00,1.04,178,8.85,32.4,0.46
2025-04-24T18:00,1.02,178,8.6,32.4,0.46
2025-04-24T19:00,1.02,178,8.4,32.4,0.5
2025-04-24T20:00,1.0,178,8.2,32.4,0.56
2025-04-24T21:00,0.98,178,8.1,32.3,0.65
2025-04-24T22:00,0.98,179,8.1,32.3,0.74
2025-04-24T23:00,0.96,179,8.1,32.3,0.79
2025-04-25T00:00,0.96,179,8.15,32.2,0.78
2025-04-25T01:00,0.96,180,8.3,32.2,0.71
2025-04-25T02:00,0.96,180,8.4,32.2,0.61
2025-04-25T03:00,0.96,180,8.5,32.1,0.5
2025-04-25T04:00,0.94,179,8.6,32.1,0.4
2025-04-25T05:00,0.94,179,8.65,32.1,0.33
2025-04-25T06:00,0.94,179,8.6,32.1,0.32
2025-04-25T07:00,0.94,179,8.5,32.2,0.36
2025-04-25T08:00,0.94,179,8.4,32.2,0.47
2025-04-25T09:00,0.96,179,8.2,32.2,0.61
2025-04-25T10:00,0.98,179,8.0,32.3,0.76
2025-04-25T11:00,1.0,179,7.85,32.3,0.88
2025-04-25T12:00,1.0,179,7.8,32.4,0.92
2025-04-25T13:00,0.98,178,7.8,32.4,0.89
2025-04-25T14:00,0.98,178,7.85,32.5,0.8
2025-04-25T15:00,0.96,177,7.9,32.5,0.67
2025-04-25T16:00,0.92,177,7.95,32.5,0.53
2025-04-25T17:00,0.9,176,8.05,32.5,0.42
2025-04-25T18:00,0.88,176,8.15,32.5,0.37
2025-04-25T19:00,0.86,175,8.3,32.5,0.38
2025-04-25T20:00,0.84,175,8.4,32.5,0.46
2025-04-25T21:00,0.84,175,8.5,32.4,0.57
2025-04-25T22:00,0.82,175,8.65,32.4,0.68
2025-04-25T23:00,0.82,175,8.7,32.3,0.78
2025-04-26T00:00,0.82,175,8.75,32.3,0.82
2025-04-26T01:00,0.8,174,8.7,32.2,0.79
2025-04-26T02:00,0.8,174,8.65,32.2,0.68
2025-04-26T03:00,0.82,173,8.5,32.2,0.55
2025-04-26T04:00,0.84,172,8.25,32.1,0.42
2025-04-26T05:00,0.86,171,8.05,32.1,0.32
2025-04-26T06:00,0.88,169,7.85,32.1,0.3
2025-04-26T07:00,0.9,166,7.65,32.1,0.34
2025-04-26T08:00,0.92,164,7.55,32.1,0.44
2025-04-26T09:00,0.9,164,7.6,32.1,0.58
2025-04-26T10:00,0.9,163,7.7,32.2,0.79
2025-04-26T11:00,0.88,163,7.85,32.2,0.95
2025-04-26T12:00,0.86,164,8.0,32.2,1.04
2025-04-26T13:00,0.84,164,8.15,32.3,1.06
2025-04-26T14:00,0.82,165,8.3,32.3,0.98
2025-04-26T15:00,0.8,166,8.4,32.4,0.83
2025-04-26T16:00,0.8,167,8.5,32.4,0.66
2025-04-26T17:00,0.78,168,8.55,32.4,0.5
2025-04-26T18:00,0.78,169,8.6,32.4,0.38
2025-04-26T19:00,0.76,170,8.6,32.4,0.34
2025-04-26T20:00,0.76,171,8.6,32.4,0.39
2025-04-26T21:00,0.76,172,8.65,32.3,0.5
2025-04-26T22:00,0.76,172,8.7,32.3,0.64
2025-04-26T23:00,0.76,173,8.75,32.2,0.76
2025-04-27T00:00,0.76,173,8.85,32.2,0.84
2025-04-27T01:00,0.76,173,8.9,32.1,0.83
2025-04-27T02:00,0.76,173,9.0,32.1,0.75
2025-04-27T03:00,0.76,173,9.1,32.1,0.61
2025-04-27T04:00,0.76,173,9.15,32.0,0.44
2025-04-27T05:00,0.76,173,9.2,32.0,0.31
2025-04-27T06:00,0.76,173,9.2,32.0,0.21
2025-04-27T07:00,0.78,173,9.2,32.0,0.2
2025-04-27T08:00,0.78,173,9.2,32.0,0.28
2025-04-27T09:00,0.78,173,9.25,32.1,0.45
2025-04-27T10:00,0.78,172,9.25,32.1,0.67
2025-04-27T11:00,0.78,172,9.25,32.1,0.87
2025-04-27T12:00,0.8,172,9.15,32.2,1.01
2025-04-27T13:00,0.82,171,9.0,32.2,1.06
2025-04-27T14:00,0.84,171,8.75,32.2,1.02
2025-04-27T15:00,0.82,172,8.2,32.3,0.88
2025-04-27T16:00,0.8,172,7.55,32.3,0.7
2025-04-27T17:00,0.78,173,7.15,32.3,0.51
2025-04-27T18:00,0.84,173,7.3,32.3,0.35
2025-04-27T19:00,0.9,173,7.75,32.3,0.25
2025-04-27T20:00,0.96,173,8.2,32.2,0.24
2025-04-27T21:00,0.96,172,8.5,32.2,0.33
2025-04-27T22:00,0.94,172,8.75,32.1,0.47
2025-04-27T23:00,0.94,171,9.05,32.1,0.62
2025-04-28T00:00,0.98,171,9.4,32.0,0.73
2025-04-28T01:00,1.0,170,9.8,32.0,0.78
2025-04-28T02:00,1.04,170,10.05,31.9,0.74
2025-04-28T03:00,1.06,169,10.15,31.9,0.62
2025-04-28T04:00,1.08,169,10.15,31.8,0.45
2025-04-28T05:00,1.1,168,10.1,31.8,0.3
2025-04-28T06:00,1.1,168,10.05,31.8,0.19
2025-04-28T07:00,1.1,167,10.0,31.8,0.13
2025-04-28T08:00,1.1,167,10.0,31.8,0.16
2025-04-28T09:00,1.1,167,10.1,31.8,0.3
2025-04-28T10:00,1.1,166,10.2,31.9,0.54
2025-04-28T11:00,1.1,166,10.3,31.9,0.77
2025-04-28T12:00,1.1,166,10.35,31.9,0.95
2025-04-28T13:00,1.1,166,10.35,31.9,1.07
2025-04-28T14:00,1.1,166,10.4,32.0,1.07
2025-04-28T15:00,1.1,166,10.45,32.0,0.98
2025-04-28T16:00,1.12,166,10.55,32.1,0.81
2025-04-28T17:00,1.12,166,10.55,32.1,0.61
2025-04-28T18:00,1.1,166,10.5,32.1,0.42
2025-04-28T19:00,1.08,166,10.4,32.0,0.29
2025-04-28T20:00,1.06,166,10.25,32.0,0.24
2025-04-28T21:00,1.04,166,10.1,32.0,0.28
2025-04-28T22:00,1.0,167,9.9,31.9,0.39
2025-04-28T23:00,0.98,167,9.75,31.9,0.54
2025-04-29T00:00,0.98,167,9.65,31.8,0.68
2025-04-29T01:00,0.96,167,9.55,31.8,0.76
2025-04-29T02:00,0.96,167,9.5,31.7,0.75
2025-04-29T03:00,0.94,167,9.45,31.7,0.66
2025-04-29T04:00,0.94,167,9.4,31.6,0.53
2025-04-29T05:00,0.92,167,9.4,31.6,0.36
2025-04-29T06:00,0.92,166,9.5,31.6,0.21
2025-04-29T07:00,0.9,166,9.6,31.6,0.12
2025-04-29T08:00,0.9,165,9.55,31.6,0.12
2025-04-29T09:00,0.82,165,9.2,31.7,0.22
2025-04-29T10:00,0.74,164,8.7,31.7,0.4
2025-04-29T11:00,0.66,164,8.4,31.7,0.63
2025-04-29T12:00,0.7,164,8.55,31.8,0.85
2025-04-29T13:00,0.74,163,8.9,31.8,1.0
2025-04-29T14:00,0.78,163,9.15,31.8,1.05
2025-04-29T15:00,0.8,163,9.15,31.9,1.01
2025-04-29T16:00,0.84,164,9.0,31.9,0.89
2025-04-29T17:00,0.86,164,8.9,31.9,0.69
2025-04-29T18:00,0.88,164,8.9,31.9,0.5
2025-04-29T19:00,0.9,165,8.95,31.9,0.34
2025-04-29T20:00,0.92,165,9.0,31.9,0.25
2025-04-29T21:00,0.94,165,9.0,31.8,0.24
2025-04-29T22:00,0.94,166,9.05,31.8,0.32
2025-04-29T23:00,0.96,166,9.05,31.7,0.46
2025-04-30T00:00,0.96,166,9.05,31.7,0.6
2025-04-30T01:00,0.98,167,9.0,31.6,0.71
2025-04-30T02:00,0.98,167,9.0,31.6,0.74
2025-04-30T03:00,0.98,167,9.05,31.5,0.7
2025-04-30T04:00,0.98,168,9.1,31.5,0.6
2025-04-30T05:00,0.98,168,9.1,31.5,0.44
2025-04-30T06:00,0.98,168,9.05,31.5,0.28
2025-04-30T07:00,1.0,168,9.0,31.5,0.17
2025-04-30T08:00,1.0,168,8.9,31.5,0.13
2025-04-30T09:00,1.02,168,8.75,31.5,0.18
2025-04-30T10:00,1.02,168,8.55,31.5,0.31
2025-04-30T11:00,1.04,168,8.3,31.5,0.52
2025-04-30T12:00,1.08,169,8.0,31.5,0.74
